SMILES,Activity_Flag
N1(C=2C(=CC=C(C2)Cl)C(=C1)OCCN(C)C)C3=CC=C(C=C3)F,1
C1=2O[C@@H](CN3CC=4C(=CC=CC4)CC3)CCC1=CC=C(C2)O,1
N1(C(CN2CCN(CC2)CC3=CC=C(C=C3)Cl)=O)C4=C(C=CC=C4)[C@@H]([C@H]1C)C,1
S(=O)(=O)(N1CCCCC1)C2=CC=3SC(=NC3C=C2)NC(=O)C=4C=CN=CC4,0
C1(=NSC2=C1C=CC=C2)C(=O)NCCCCN3CCN(CC3)C4=C(OC)C=CC=C4,1
S=1(O)(O)=CC2N(C(=O)N(C2C1)C=3C=C(C=CC3)C(F)(F)F)C=4C(=CC=CC4)C,0
C1=2C(C[C@@H](CC1)NCCCC)=CC=CC2F,1
S(C1=NC=2OC(CC2C(=N1)C)CN3C(=O)C=4C(C3=O)=CC=CC4)C,0
BrC=1C(=CC=2OCOC2C1)/C=N\NC(OC)=O,0
O=C1N(CCCCN2CCN(CC2)C=3C(OC)=CC=CC3)CCCC=4C1=CC=C(OC)C4,1
C1(=NOC=2C1=CC=CC2)N3CCN(CC3)CCCCCC(C4=C(O)C=CC=C4)=O,1
C(=O)(NCCCOC1=C(O)C2=C(C[C@H]3N(C)CCC=4C3=C2C=CC4)C=C1)CCCCCCC(=O)NCCCOC=5C=CC6=C(C=7C=CC=C8C7[C@@H](C6)N(C)CC8)C5O,1
FC(F)(F)C=1C=CC(C2=NOC(=C2)C(O)NCCC3=CC=C(OC)C=C3)=CC1,0
C1=C(C2=C(C=C1)CC[C@@H]3[C@H]2CCN3CCC)O,1
ClC=1C=CC(NCC2=CC=CN=C2)=CC1,0
ClC1=C(C2=NOC(=C2)C(O)NCC3OCCC3)C=CC=C1,0
O=S(=O)(C=1C(=CC=CC1)N2CCN(CC2)CCC)C,1
N1(CCN(CC1)CC2=CC=CC=C2)C3=CC=CC=C3,1
FC=1C=CC(C(=O)CCCN2C[C@H]3[C@H](N4C5=C3C=CC=C5N(CC4)C)CC2)=CC1,1
FC1=CC=C(C=2C=C(CNC[C@@H]3OC=4C(CC3)=CC=CC4)C=NC2)C=C1,1
S(=O)(=O)(CCC(=O)C1=CC(OC)=C(OC)C=C1)C2=CC=C(C=C2)C,0
N1(CCN(CC1)C=2C=CC=C(C2C)C)CCCC(N=CC3NC=4C=CC=CC4C(N3C5=CC=CC=C5)=O)=O,1
N1(C2C=3C(=CC=C(C3)Cl)C(C2)C4=CC=C(C=C4)F)CC(C)N(CC1C)C,1
FCCOC=1C(N2CCN(CC2)CCCCNC(=O)C=3C4=C(NC3)C=CC=C4)=CC=CC1,1
C1(=NC2=CC=CC=C2N1C/C=C/CN3C(=NC=4C3=CC=CC4)C=5C=CC(=CC5)OCCCN6CCCCC6)C7=CC=C(C=C7)OCCCN8CCCCC8,1
S(O)(O)(=CCSC1=NC=2CCCCC2C=C1C#N)=CC,0
ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(N(NC(=O)C5=C(N6CCN(CC6)C)C=CC=C5)C2C=C1)C=CC=C4,1
S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=C(OC)C=CC(=C4)C,1
C=1C(N2N=CC(=C2)CN3CCN(CC3)C4=CC=CC=C4OC)=CC=CC1,1
C12(C(=O)NCCN3CCN(C=4N=CC=CN4)CC3)C[C@@H]5C[C@H](C1)C[C@H](C2)C5,1
C1CN([C@@H]2CC[C@@H](CC2)NS(C3=C(C=CC(=C3)Cl)F)(=O)=O)CCN1C=4C=CC=CC4OCC5CC5,1
C=1C=C([C@H](CNCCSCCCNCCC2=CC=CC(=C2)C(F)(F)F)O)C=3SC(=NC3C1O)O,1
C=1C(NS(C2=CC=C(C=C2)OC(F)(F)F)(=O)=O)=CC=C(C1)[C@]34CNC[C@H]3C4,1
N(C1=CC(=CC=N1)C2=CC=CC=C2)CCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1
S=1(O)(O)=CC(N(C(CC)C)C(=O)CSC2=NC=NC=3N(N=CC23)C4=CC=CC=C4)CC1,0
N1C(N(C=C(C1=O)CC)CCCCN2CCN(CC2)C=3C=C(N=C(N3)C(C)(C)C)C(F)(F)F)=O,1
S(CC=1C=C(C2C=3C(=NNC3OC(=N)C2C#N)CCC)C=CC1OC)C4=NC=CC=C4,0
S(=O)(=O)(N1CCOCC1)C2=CC(NC(=O)CNC(=O)C=3SC=CC3)=CC=C2,0
S(CC1=CC=C(C=C1)C)CC(=O)N(CC(=O)NC=2C=C(F)C=CC2)C,0
O=C1N(CCC(=O)NC2=C(C=C(O)C=C2)C(O)=O)C(=O)C3=C1C=C(N(=O)=O)C=C3,0
FC1=CC=C(CN2C3=C(C(=O)N(C2=O)C=4C(=CC=CC4)C)C=CC=C3)C=C1,0
ClC1=CC=C(S(=O)(=O)/N=C(/N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)\C=4C=CC=CC4)C=C1,0
O(CC(=O)NC=1C=C2C(=CC1)C(=O)NC2=O)C3=CC=C(C=C3)C,0
BrC1=CN(N=C1)CC=2C=CC(=CC2)C(=O)NN,0
N1(C=2C(C)=CC=CC2)CCN(CC1)CC=3C=C(C(O)(CC)C)C=CC3,1
OC1(CCN(CC1)CC=2C=3C(NC2)=CC=CC3)C=4C=CC(O)=CC4,1
S(=O)(=O)(NCCC1=CC=CC=C1)C=2C=C(C=CC2F)C(=O)NC3=CC(F)=C(C=C3)C,0
O=C(NC1CCCCCC1)C(N2N=C(N3C(C2=O)=CC=4OC=CC34)CC)C,0
C1C(CCN(C1)CCCCOC2=CC=C3C(=C2)N=CS3)C4=CC=CC(=C4Cl)Cl,1
S1C(N2C=CC=C2)=C(C(NC(=O)NC3=CC(=CC=C3)C(F)(F)F)C)C(=C1C)C,0
C1(C(N[C@H]2CN(CC)CCCC2)=O)=C(C=C(C(=C1)Cl)N)OC,1
S1C=C(C=2C=CC(C(=O)NC/C=C/CN3CCN(CC3)C=4C(OCCF)=CC=CC4)=CC2)C=C1,1
C=1(C(=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1)Cl)Cl,1
ClC=1C(/C=N/NC(=O)CN2CCN(S(=O)(=O)C3=CC=C(C=C3)C)CC2)=CC(N(=O)=O)=CC1,0
O1C=2C(C(=CC1=O)C)=CC=C(NC(=O)C3=CC(OC)=CC=C3)C2,0
OC1=C2C[C@H](N(CCC)CCC)CCC2=CC=C1,1
S(=O)(=O)(N1CCOCC1)C2=C(OC)C=CC(=C2)C(OCC(=O)NC=3C(OC)=CC=C(OC)C3)=O,0
C=12C(=CC(=CC1)OC)CCC(C2)N(CCC)CCC,1
C=1(Cl)C(O)=CC=2C(NCCC2C1)C3=CC=CC=C3,1
FC=1C=C(C=2C=C(NC(=O)C3CCN(CC3)CC=4OC(=CC4)CO)C=CC2)C=CC1,0
C1C(CCC=2C1=CC=CC2O)N(CCC)CCN3CCN(CC3)C=4C=CC5=C(C4)C=CN5,1
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C4=C(CCCC3=O)C(OC)=CC=C4)=C1)C(C)(C)C,1
O1C=2C(C(=C(CCC(=O)O)C1=O)C)=CC3=C(OC=C3C4=CC=CC=C4)C2,0
FC=1C=2C(N3CCN(CC3)CCCOC4=C(F)C=5C(=CNC5O)C=C4)=CC=CC2C=CC1,1
S1C(=NN=C1NC(=O)CN2C(=O)C=3C(C2=O)=CC=CC3)C(CCC)C,0
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C=4C(N)=CC=CC4F)=O,1
S1C(=CC=C1)C(=O)N/N=C/C=C/C=2OC=CC2,0
C=1C(=CC=2CCN(CC3=CC=NN3)CCC2C1)NS(C=4C=CC(=NC4)N5CCOCC5)(=O)=O,1
S(=O)(=O)(NCCC1=CC(OC)=C(OC)C=C1)C=2C=C(C=CC2)C,0
C1=CC=C2C(=C1)C(CC2N3CCN(CC3)CCN4C(C=5C=CC=CC5NC4=O)=O)C6=CC=C(C=C6)F,1
C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)OC(=N6)N(C)C)=NN3)C)C=CC(C)=N2,1
O1C(=[N+](C=2C1=CC=CC2)CC)/C=C/N(C3=CC=CC=C3)C,0
O=C1N(CC(=O)N2[C@H]1CC3=C(NC=4C3=CC=CC4)C2)CCCO,0
O=C(N1CCCC1)N[C@@H](C(CC)C)C(=O)O,0
N1(C2=CC=C(C=C2)OC)CCN(CC1)CCC3C4=C(C=C(C(=O)N)C=C4)CCO3,1
S1(N(C(C2C1CC(=C(C2)C)C)=O)CCCCC=3C=CN=CC3)(=O)=O,1
O=C(N1CCN(CC1)C)C=2C(N(C=3N=C4N(C(=O)C3C2)C=CC=C4)CCC5=CC=C(OC)C=C5)=N,0
OC1=NC=2C(N1)=CC=C(NC(=O)/C(=C/C3=CC=C(OC)C=C3)/C#N)C2,0
ClC=1C=C(S(=O)(=O)NCCCN2CCC(CC2)C3=NOC=4C3=CC=C(F)C4)C=CC1Cl,1
O=C(O)C(N=CC1C(=O)C2=C(OC1=O)C=CC=C2)CC(C)C,0
S1(=O)(=O)N(C(=O)C2=C1C=CC=C2)CC(=O)NC3=NC=CC=C3,0
S(CC(=O)NC1CCCC1)C=2N(C(=NN2)C3=C(OC=C3)C)C=4C=C(C=CC4)C,0
S(=O)(=O)(N1CCC(CC1)C(=O)NCC2=CC=C(F)C=C2)CC,0
ClC=1C(C(=O)NC2=CC=3C(=NC(=CC3O)C)C=C2)=CC=CC1,0
O(C=1C(N2CCN(CC2)CC3=CC(CN4CCCCC4=O)=CC=C3)=CC=CC1)C(C)C,1
C=12C3C(NCCC3)CCC1C=CC(=C2)O,1
S1C(C(=O)NCC(=O)N(CC(=O)NC(C)(C)C)C2=CC(=CC(=C2)C)C)=CC=C1,0
O=C1N(CCCN2C=CN=C2)C(=NC3=C1C=CC=C3)C=4C=CC(OC)=CC4,0
S(O)(=O)(=NC=1C=CC(F)=CC1)/C=C/C2=CC=CC=C2,0
O=C1C(C(CC(=O)C1C=NCC2=CC=CC=C2)(C)C)C(OC)=O,0
O(C(=O)NC12CC3CC(C1)CC(C2)C3)CCNC4CCCCC4,0
S(=O)(=O)(N([C@@H](CCN1CCC(CC1)C)C)C)C=2C=C(C=CC2)C,1
OC1=NC2=CC=CC=3CC(CN1C23)NCC4CC4,1
ClC=1C=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(SC4)=CC=CC5)C=CC1Cl,1
FC=1C=C(N2N=C(C3=C2N=C(C=C3C(=O)NCC4=CC(OC)=CC=C4)C)C)C=CC1,0
O=C(NC1CC(NC(C1)(C)C)(C)C)C2=C(C=CC(=C2)C)C,0
C1(CCN(CC1)CCNC(C=2C=CC(=CC2)F)=O)(C3=CC=C(C=C3)Cl)O,1
S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NC(C4=CC=CC=C4)C,1
OC=1C=C2[C@@H]3[C@H](NCC=4C3=CC=CC4)CCC2=CC1O,1
OC=1N(CCC2=CC=CC=C2)C(NC=3C=C(C(=CC3)C)C)=NC1,0
N1(CCN(CC1)C=2C3=C(N=C(O)O3)C=CC2)CC4CCC=5NC6=C(C5C4)C=C(C=C6)F,1
N1(C(C2=C(C=CC=C2C1=O)C)=O)CCCCCN3CC=C(C=4C=5C(=CC=C(C5)F)NC4)CC3,1
FC1=CC2=C(C(N3CCN(CC3)CCCCOC=4C(=CC=5C(C4)=C(O)NC5)C)=CC=C2)C=C1,1
O(C1=C(C=CC=C1OC)/C=N/NC=2N=C(O)C(=CN2)C)C,0
N=1N(C(C)=C(N1)C2=CC=CC=C2)C3CCN(CC3)CC=4C=CC=CC4,1
S(=O)(=O)(N1CCN(CC1)C)C2=CC(N(=O)=O)=C(N(CC3=CC=C(OC(F)F)C=C3)C)C=C2,0
S1C(N(CC1)C(=S)NC=2C=CC(=CC2)C)C=3SC=CC3,0
C1(C(NC[C@@H]2N(CCC2)CC)=O)=C(C(I)=CC=C1OC)O,1
C=1C=C(N2CCN(CCN3CCC(CC3)C(F)(F)F)C2=O)C=C(C1)I,1
C=12[C@@H]3[C@H](N(CCC)CCO3)COC1C=CC(=C2)O,1
FC(F)(F)C1=C(NC(=O)CN(C(=O)CN2C(=O)C3(NC2=O)CCCCC3)CC)C=CC=C1,0
O=C(NC(CC)C1=CC=CC=C1)C=2C(N(=O)=O)=CC(N(=O)=O)=CC2,0
O=C1C(C(=O)C=2C1=CC=CC2)C=3C=CC=CC3,0
C=1(N2CCN(CC2)C[C@H](C3=CC(OC)=C(C=C3)OC)O)C(C=CC=CC1)=O,1
S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OCC(F)(F)F)=CC=CC3)CC1)C4=CC(OC)=C(OC)C=C4,1
S1(=O)(=O)N(C[C@]23O[C@H](C[C@H]12)C=C3)CC4=CC(=CC=C4)C(F)(F)F,0
S1C(CCN([C@H]2CCC=3C(C2)=CC=CC3O)CCC)=CC=C1,1
ClC=1C(CNC=2C=C(C(N3CCOCC3)=CC2)C(O)=O)=C(F)C=CC1,0
FC=1C=CC(C(=O)CCCN2CCC(O)(CC2)C3=C4CCC5=CC=C(CCC(=C3)C=C4)C=C5)=CC1,1
O(CC(=O)NCCNC(=O)COC(=O)CC1=CC=C(OC)C=C1)C(=O)CC2=CC=C(OC)C=C2,0
S(=O)(=O)(NC(CCC)C(=O)O)C1=CC=C(OC)C=C1,0
S(=O)(=O)(C1=CC(C(C)(C)C)=C(F)C(C(C)(C)C)=C1)CCC2=NC=CC=C2,0
O1C(C(N2CCC=3C2=CC=CC3)CNC(=O)C=4C(OC)=CC(OC)=CC4)=CC=C1,0
ClC1=C(C=C(N2C(N)=C3C(N=C2SCC(=O)NCCC=4CCCCC4)=NN=C3C)C=C1)C,0
C1CN(CCN2CCCCCC2)C(=O)N1C3=CC=CN=C3,1
S1C2=C(CCC2)C=3C1=NC=NC3NN=CC=4C=C(OC)C(O)=CC4,0
O=CN(C1=CC=2C(C=C1)=CC=CC2)C3=CC=CC=C3,0
OC=1N(C(O)=C2C3CC(C21)CC3)C=4C=C(C=CC4)C(=O)NC5=CC=C(OC)C=C5,0
ClC1=CC(NC(=O)C2CCN(S(=O)(=O)C=3C(=NOC3/C=C/C=4OC=CC4)C)CC2)=CC=C1F,0
S(C=1N(CC=2C=C(C=CC2)C)C=3C(N1)=CC=NC3)CC=4C=CC(=CC4)C(=O)NCC5=CC(OC)=CC=C5,0
OC=1C=C(C=C2NC(=C(C21)C)C(OCCOC)O)C3=CC=C(N(C)C)C=C3,0
C1(=CC(C2(O1)CCN(CC2)C)=O)C3=CC=CC=C3,1
S(C=1N(C(=NN1)COC2=CC=CC=C2)C)CC(=O)NC3=CC=C(C=C3)C(OC)=O,0
O=C(/C(/N1N=C(C=C1C)C)=C/N(C)C)C2=CC(N(=O)=O)=CC=C2,0
C=1C=C(N2C(N(CCN3CCN(CC3)C)CC2)=O)C=C(C1)Cl,1
O(C=1C=C(C2=C(C(=NC(N)=C2C#N)CC)C)C=CC1O)CC,0
C1(=NC2=C(C=C(C=C2)F)SC=3C1=CC=CC3)N4CCN(CC4)C,1
C(=O)(N(C)C)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC=CC=C3,1
O1CCN(C=2C1=CC=CC2)CC(=O)NCC=3OC=CC3,0
C1(C(NC2CCN(CC2)C3CCCCCC3)=O)=C(C=4C=CC=CC4C(=C1)Br)OC,1
S(C=1N(C(C2=CC=C(F)C=C2)=CN1)CC=3OC=CC3)CC(=O)NC=4C=CC(OC)=CC4,0
ClC1=C(C(NC(=O)C=2OC3=C(C=C(S(=O)(=O)N4CCC5(OCCO5)CC4)C=C3)C2C)=CC=C1)C,0
C=1C(=C(C=CC1)N2CCN(CC2)C3CCC(CC3)NC(NC=4C=CC(=CC4OC)OC)=O)OC(C)C,1
ClC1=C(S(=O)(=O)NC2=C(C(=CC=C2)C)C)C=C(C=C1)C(=O)NCCOC,0
S=C(NCC1=CC=CC=C1)N/N=C(/C2=C(OC)C=CC=C2)\C,0
FC=1C(NC(=O)CN2C(=O)C3(NC2=O)CC(CC(C3)C)(C)C)=C(F)C=CC1,0
[C@H]12C3=C(C(=O)C(C)C)C=CC=C3CC[C@H]1N(CCC)CC2,1
O1CCN(CC1)C=2NC(=C3C(N2)=NN=C3N)C=4C=CC(OC)=CC4,0
C1CN(C=2C=CC=CN2)CCN1CC/C(/C3=CC=C(C=C3)Cl)=N\OC,1
[C@@H]1([C@@H]2[C@H]([C@H](CO)[C@@H]2CN1CC=3C=CC=CC3)N(CC)CC)C4=CC=C(C=C4)Br,1
OC1=CN(N=C1C(OCC)=O)C2=CC(=CC(=C2)C(OC)=O)C(OC)=O,0
ClC=1C(NC(=O)CN(CC2=CC=CC=C2)CC)=CC(S(=O)(=O)N3CCOCC3)=CC1,0
C=1(C(N(CCCCN2CCN(CC2)C=3C=C(C(F)(F)F)C=CC3)C(C1)=O)=O)C(C4=CC=CC=C4)C=5C=CC=CC5,1
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCNC(C=3C=CC(=CC3)F)=O,1
S(=NC=1C=C2OC(CCC2=CC1)CNCC3=CC=CC=C3)(O)(=O)C,1
C1C=2C=CC(=CC2[C@@H]3[C@@H](C1)N(CCO3)CCC)C(=O)N,1
N1=NN(C=C1CN2CCN(CC2)C=3C(=CC=CC3)OC)C4=CC=C(C=C4)OCCOCCOCCF,1
ClC=1C(C(Cl)=C(Cl)C1Cl)=C/C=C/C2=CC=CC=C2,0
S(O)(O)(=NC=1C2=C(NC1C(=O)O)C=CC=C2)=CC3=CC=CC=C3,0
O1C(C(=O)N)CC2=C1C=CC(N3CCN(CC3)CCCCC=4C=5C(=CC=C(C#N)C5)NC4)=C2,1
C1(C(N[C@@H]2CN(CC=3C=CC=CC3)CC2)=O)=C(C=C(C(=C1)Cl)NC(=O)C4=CC=CC=C4)OC,1
C1(=NC=2C(=CC(=CC2)O)SC=3C1=CC=CC3)N4CCN(CC4)CCOCCO,1
N12[C@H]3[C@H](CN(CC3)CCCC(C4=C(N)C=CC=C4)=O)C=5C1=C(C=CC5)CCC2,1
C1[C@@]2([C@H](CN1CCCSC=3N(C)C(C4=CN=NC=C4)=NN3)C2)C5=CC=C(C=C5)C(F)(F)F,1
C1=CC=C2N=C(N(C2=C1)C)CN3CCC(CC3)C4=CC=CC=C4C(F)(F)F,1
C1=2C(N3CC(C)(C)NCC3)CC(C1=CC=C(C2)C)C=4C=CC(=CC4)F,1
OC=1N(C(O)=C2C=3C4=C(C(C21)=CC3)C(O)N(C4O)C(CC(C)C)C(=O)O)C(CC(C)C)C(=O)O,0
ClC1=CC=C(CCNC(=O)CNS(=O)(=O)C=2SC=CC2)C=C1,0
N1(CCN(CC1)C=2C=CC=CC2OC)CCC3=CN(N=N3)CCCOC4=CC=CC5=C4C6=CC=CC=7CCN([C@@H](C76)C5)CCC,1
C=1(C(=O)N)C=CC=2C(OCCC2C1)CCN3CCN(C[C@H]3C)C4=CC=CC=5C4=CC=C(C5)F,1
FC(F)(F)C(O)(C1=CC=C(N(CC)C(OCC)=O)C=C1)C(OC)=O,0
N1=C(N=C(C(F)(F)F)C=C1N2CCN(CC2)CCCCN3C(CCC(C=4C3=CC=CC4)=O)=O)C(C)(C)C,1
C1C[C@@H]2[C@H](OCCN2CCC)C3=C1C=C4C(=C3)C(OCC4)=O,1
S(=O)(=O)(N1[C@H](CCC1)CCN2CCC(CC2)C)C3=CC(O)=CC=C3,1
N1(C(=C2C3C4C(C(C2=C1O)C=C3)C4)O)CCCCN5CCN(C=6N=C(Cl)C=NC6)CC5,1
C12=C([C@H]3CNCC=4C3=C(C1)C=CC4)C=CC(=C2O)O,1
C1=CC(C(N[C@@H]2CN(CC3=CC=C(C=C3)C(F)(F)F)CC2)=O)=CC(C=4SC=CC4)=C1,1
S1C=2C(N(CC=3N(C(SC(C)C)=NN3)C4=CC=CC=C4)C1=O)=CC=CC2,0
N12C(C(N3CCN(CC3)CC=4C(=CC=C(C4)Cl)OC)CCC5=C1C(=CC=C5)CC2(C)C)=O,1
ClC1=NN2C(=NN=C2C)C3=C1C=CC=C3,0
BrC=1C(=CC(NC(=O)N2N=CC3=C2C=CC=C3C)=CC1)C,0
C=1C2=CC=C(C(OC)=C2C(NCC3N(CCC3)CC)=NN1)OC,1
N1=C(OCC2CCN(CC3=CC=CC=C3)CC2)C=CC=4C1=CC=CC4,1
S(=O)(=O)(NC=1N=CN=C2SC=CC12)C=3C=C(C(C)(C)C)C=CC3C,0
S(CC(=O)NC(=O)NC(C)C)C=1SC=C(N1)C,0
C(NCCCCCN1CCN(C2=C(OC)C=CC=C2)CC1)(C=3C=CC=C(C3)C#CC4=CC=CC=C4)=O,1
S(=O)(=O)(CCC(=O)NC1=CC=C(S(=O)(=O)NC=2N=CC=CN2)C=C1)C3=CC=CC=C3,0
S1(=O)(=O)N=C(NCCC(OC(C(=O)NC2=CC=C(C=C2)C(=O)C)C)=O)C=3C1=CC=CC3,0
N1(C(SCC1=O)(C)C)CCCCN2CCN(CC2)C3=CC(C)=CC=C3,1
ClC1=CC=2C(=CC(=NC2C=C1)NN)C,0
C=12C=3C(=CC=CC3NC1)[C@@H]4[C@@H](C2)N(C[C@H](CNC(NC(=O)C)=S)C4)C,1
C1(=NOC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C4=CC(OC)=CC=C4)=O,1
ClC1=C(N2CCN(CCCCN3CCN4C(C3=O)=CC=5C4=CC=CC5)CC2)C=CC=C1Cl,1
N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC4=C(C=C(C=C4)C(=O)CCCC)OC,1
O(C(=O)C1C(CC(=CC1=O)/C=C/C2=CC=C(N(C)C)C=C2)C3=CC=CC=C3)CC,0
S1C2=NC(=NC(SCC(=O)NC3=NOC(=C3)C)=C2C(=C1C)C)C4CC4,0
[C@@H]1([C@@H]2[C@H]([C@H](CO)[C@@H]2CN1CC3=CC=CC=C3)N(CC)CC)C4=CC=CC=C4,1
OC=1N(C(N2CCCC2)=NC3=C(CN4CCN(CC4)C5=CC=CC=C5)C=NC31)C,1
S1C([C@H](N2C1=C3C(=C2O)C=CC=C3)C(=O)NC4CCCC4)(C)C,0
CC1(C)[C@@]2(CN(C)CCN3CCN(C3=O)C4=CC=CC=C4)CC[C@@H]1CC2,1
C1(=NC2=C(C=CC=C2)OC=3C1=CC(=CC3)Cl)N4CCN(CC4)C,1
FC1=CC=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(NC4)=CC=CC5)C=C1,1
C1=2[C@H](CN(CC=C)CCC1=CC(=C(C2)O)O)C=3C=CC=CC3,1
O(C1=CC(C=NN2N=NN=C2N)=CC=C1O)C,0
C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C=4C5=C(C=CC=C5)C=CC4)=CC=C2)=O,1
S(CC(=O)N1C(CCCC1)C)C=2N(CC)C(=NN2)C=3OC=CC3,0
O=C1N(CCC=2CCCCC2)C(=O)NC(=O)C13CC4=C(N(C3)C)C=CC(=C4)C,0
O(C(=O)N1CCC(NC(=O)C=2N=CNC2C(=O)N(CC)CC)CC1)C(C)(C)C,0
C1(N2CCN(CC2)CCCCNC(C3=CC(OC)=CC=C3)=O)=C4C(C=CC=C4)=CC=N1,1
C1(=NC=2C(=CC(=CC2)O)SC=3C1=CC=CC3)N4CCN(CC4)C,1
N1=C(SC2=C1CC[C@H](N3CCN(CC3)C=4N=CC=CC4)C2)N,1
O1N=C(C(C2=CC=C(N(C)C)N=C2)=C1C3=CC=CC=C3)C=4OC=CC4,0
FC1=C(OCC(=O)NC2=CC=CN=C2)C=CC(F)=C1,0
C1(=CC=C(C=C1)F)S(=O)(N[C@H]2CN(CC2)CCOC=3C=CC=CC3C4=CC=CC=C4)=O,1
S1N=C(N2CCN(CC2)CCCCNC(=O)C=3C=4NCCCC4C=CC3)C5=C1C=CC=C5,1
ClC1=C(C(NC(=S)NC)=CC=C1)C,0
C1(=C(N(C2CCN(CC2)CC3=CC=CC=C3)C(=N1)O)C)C4=C(Cl)C=CC=C4,1
S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(=C1)C)=N\CC,0
C1(C2(CCC3=C1C=CC=C3)CCN(CC2)CC4=CC=CC=C4)=O,1
FC1=C(C(=O)N2CCN(CC2)C(=O)COC3=CC=CC=C3)C=CC=C1,0
O=C(NC=1C=CC(OCC)=CC1)C2CCN(CC2)C=3NC4=C(N3)C=CC=C4,0
C1C(CCN(CCCN2C(=O)CCC3=C2C=CC=C3)C1)C=4C=C5C(=CC4)NC=C5,1
ClC=1C=C(N2CCN(CCC3CCC(NC(=O)N)CC3)CC2)C=CC1Cl,1
O(C1=CC(C(=O)NCC=2N(N=NN2)C3=CC(=C(C=C3)C)C)=CC(OC)=C1OC)C,0
C1CN(CCN1C2=C(C=CC=C2)OC)CC3=CC(=C(C=C3OCCF)OC)OC,1
ClC1=CC=C(S(=O)C=2N=C(N=C(C2)COC)C)C=C1,0
SC=1N(C(=NN1)CN2N=NC=3C2=CC=CC3)C=4C=C(C=CC4)C(F)(F)F,0
S\1C2=C(N(CC(OCC)=O)/C1=N/C(=O)CSC(=O)C)C=CC(F)=C2,0
C1=2O[C@@H](CNCC3=CC=CC=C3)COC1=CC=C(C2)O,1
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCN4C(C5(CCCC5)SC4C)=O,1
S(O)(O)(=CC=1C=C(C(=O)NN(C2=CC=CC=C2)C3=CC=CC=C3)C=CC1)=C,0
C1=CC=C(N2CCN(CCN(CCC3=CC=CC(=C3)OC)C)C2=O)C=C1Cl,1
ClC1=CC=C(N2N=NC(COCC3=CC=CC=C3)=C2)C=C1,0
O1C(CN=C2NN3C(=NC4=C(C3=O)C=CC=C4)C=C2)=CC=C1,0
N1(C=2N=CC=CN2)C[C@@H]3CC[C@H](CN3CC1)COC4=CC=C(NC(=O)C)C=C4,1
FCCOC=1C=C2C=3[C@H](N(CC2)CCC)CC=4C(C3C1)=C(O)C(O)=CC4,1
O=C(N(C(C)C)CC1=CC=CC=C1)CN2C=3C(N=CC2=O)=CC=CC3,0
C1=CC=C2C(=C1C=3N(C(SCCC(N4CCC=5C(CC4)=CC6=C(C5)C(N(C6)C)=O)C)=NN3)C)C=CC(C)=N2,1
S(=O)(=O)(N1C2(OCC1)CCN(S(=O)(=O)C3=C(OC)C=CC(F)=C3)CC2)C=4SC=CC4,0
S=C1NC(=O)C(=C/C=C/2\OC(OC(=C2)C3=CC=CC=C3)(C)C)C(=O)N1,0
N1(C=2C(SC3=C1C=CC=C3)=CC=C(C(F)(F)F)C2)CCCN4CCN(CCO)CC4,1
O=C1/C(/CCC2=C1C=CC=C2)=C\C3=CC(OC)=C(OC)C(OC)=C3,0
O=C1C(CCCC)C(=O)N(C(=C1)C=2C=CN=CC2)C3=CC=CC=C3,0
O(CC(=O)NC(CC1=CC=CC=C1)C(=O)C)C(=O)CC2=CC(OC)=CC=C2,0
C1(=CC=2CCN([C@@H]3CC4=C(C(=CC=C4)OCCC)C(C23)=C1)C)O,1
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C=4C(O)=CC=CC4)=O,1
O1C(CNC(=O)COC(=O)/C=C/C=2C=C(OC)C(O)=CC2)=CC=C1,0
O1N=C(C[C@]1(CC(=O)O)C(=O)NC=2C=C3OCCOC3=CC2)C=4C=CC(=CC4)C,0
C1=2[C@@H]3[C@H](N(C)C[C@@H](C3)C(NC=4N=NC(=CC4)Cl)=O)CC=5C1=C(NC5)C=C(C2)C(C)(C)C,1
