SMILES,pIC50
C12=C(NC=3C1=CC=CC3)CC4N(C2CC4)CCCCC=5SC=CC5,6.21
O(C1=CC2=C3[C@H](N(CC2)CCC)CC4=C(C3=C1)C(OC(=O)CCCC)=CC=C4)C,7.05061
FC=1C=CC(C(=O)CCCN2CCC3(N(CN(C3=O)CCCC)C4=CC=CC=C4)CC2)=CC1,10.4437
S(=O)(=O)(NCCCN1CCC(CC1)C2=NOC=3C2=CC=C(C3)F)C4=C5C(=CC=C4)C=CC=C5,8.4
C12=C(NC=3C1=CC(=CC3)Cl)CCN(C2)CCC4=NC=5C=CC=CC5C=C4,7.09
O1C2=C(C=CC(=C2)OCCCN3CCN(CC3)C4=CC=CC=C4)C=CC1=O,7.8
C=12C(=CNC1C=CC=C2OCCNCCCCC=3C=CC=CC3)Cl,8.32
N1(C(SC2(C1=O)CCCC2)=O)CCCCN3CCN(C=4C(C(=O)OC)=CC=CN4)CC3,6.86
C=1(N2CCN(CC2)CC3=CC(C4=C(F)C=CC=C4)=CC=C3)N=CC=CN1,6.6
C(C1=CC=C(C=C1)N2C=CC=N2)N3CCN(C=4C=CC=CC4)CC3,5.62
C1=2C(CC(C1)N(CCC3=CC(OC)=C(C=C3)OC)CCC)=CC(=C(C2)OC)OC,7.18
N1(C=2C(SC3=C1C=CC=C3)=CC=C(C(F)(F)F)C2)CCCN4CCN(CCO)CC4,9.27
N1(CCN(CC1)C2=CC=CC=C2)CC3=CN(N=C3)C4=CC=CC=C4,7.12494
ClC=1C(OCCCCN2CCN(CC2)C=3C=4C(C=CC3)=CC=CC4)=CC=5C(=CNC5O)C1,8.03105
N1(CC2=C(C1)C=CC=C2)C(=O)CCCCCN3CCN(C4=C(C=CC=C4)C(C)C)CC3,7.19
[C@H]12C3=C(C(=O)C)C=CC=C3CC[C@H]1N(CCC)CC2,7.04
[C@@H]12C3=C(C=CC=C3CCN1C)C=4C(C2)=CC=C(CC)C4OC,6.39
C=1(N(C(C)=C(N1)C2=CC=CC=C2)C3CCN(CC3)CC4=CC(Cl)=CC=C4)O,5.89
N1(C=C(C2=CC(=CC=C12)C3=CN=CC=C3)C4CCN(CC4)C)C=5C=CC(=CC5)F,7.12
FC1=CC=C(N2C=C(C3CCN(CC3)CCN4CCNC4=O)C5=C2C=CC(=C5)CN)C=C1,7.4318
C1(=C(C2=CC=CC=C2N1)CCN(CC)C)C3=CC=C(C#N)C=C3,9.38
C=1C(=CC2=C(C1)CC[C@@H](O2)CNCC3=C(C=CC=C3)I)O,9.79
[C@@H]12C=3C(=C(C=CC3CCN1C)CC4=CC=CC=C4)C=5C(C2)=CC=C(O)C5O,7.31
O(C=1C=2CC(CN3CCC(CC3)CC4=CC=CC=C4)CCC2C=CC1)C,6.06248
N1(C(=O)N(CCCCN2CCN(CC2)C3=CC=CC(=C3)OC)N=CC1=O)C,5.59
OC=1N(C2CCN(CC2)CCCN3C4=NC=CC=C4CCC3=O)C5=C(N1)C=CC=C5,6.22185
C=1C=CC(=C2C1C=CC=C2F)N3CCN(CC3)CCCCOC=4N=C5C(=CC4)CCC(N5)=O,8.77
C1(=NC=2C=C(C#CCN3CCC(CC=4C=CC(=CC4)F)CC3)C=CC2N1)O,5.77
C1(=CNC2=C1C=CC=C2F)C3=CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4,8.42
ClC=1C=CC(C(=O)NCN2CCN(CC2)C=3C(OC)=CC=CC3)=CC1,6.57001
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(=O)C=4C=CC=CC4,7.59
C1=CC(=C2CCCC(C2=C1)CCCN3CCN(CC3)C4CCCCC4)OC,6.22
C=1(C(C(F)(F)F)=O)C2=C(C=CC=C2OCCNCC3=CC=CC=C3)NC1,8.52
C12=C(N(C)C=3C1=CC=CC3)CC4N(C2CC4)CCCC(C=5C=CC(=CC5)F)=O,6.54
N1C=C(CCCCN2CCN(CC2)C3=CC=CC=C3)C=4C1=CC=C(C#N)C4,8.42
N1=C(SC=C1C2=CC=C(C=C2)CCN3CCN(CC3)C4=C5C(C=CC=C5)=CC=C4)NC,6.81
C=1(C2=C(C(OC)=CC(=C2)Br)OC)NC(CN3CC=4C=C(OC)C(=CC4CC3)OC)=CC1,7.48
S(=O)(=O)(C=1C=2C(N(CCN(C)C)C1)=NC=CC2)C=3C=4C(C=CC3)=CC=CC4,5.30103
C1(C=2C(C=CC3=C1C=CC=C3)=CC=C(C2)Br)=C4CCN(CC4)C,8.4
S(C(F)(F)F)(OC=1C2=C(C3CCCN(C3CC2)CCC)C=CC1)(=O)=O,7.19
C1(=CC=C(C=C1)Cl)C2(CCN(CC=3C4=CC(=CC=C4NC3)OC)CC2)O,8.38
C1(=C2C(CCO2)=CC(=C1)Cl)C(NC[C@H]3N(CCC3)CCCC)=O,8.42
C1(=C2C(CCO2)=CC(=C1)Cl)C(NC[C@@H]3N(CCC3)CCCC)=O,7.72
C1=CC=C2NC=3CCCC(N(CCC3C2=C1)C)C4=CC=CC=C4,7
S1(N(C(C2C1C3OC2CC3)=O)CCCCN4CCN(C5=C(N=CC=N5)Cl)CC4)(=O)=O,5.48
C=1C=CC2=CN(C(=C2C1)O)CCCCN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,7.59
C1=2N(CC(N3CCN(CC3)CCN4C(NCC4)=O)C=5C(S1)=CC=C(Cl)C5)C=CC2,6.9
C1(=NC(CN[C@H]2CN(CC3=CC=CC=C3)CC2)=CO1)C=4C(=CC=C(C4)Br)OC,5.7
C1(=NC(CNC2CN(CC3=CC=CC=C3)CC2)=CO1)C=4C(=CC=C(C4)Br)OC,5.18
C1(=C(C2=CC=CC=C2N1)CCN(CC)C)C3=CC(N(=O)=O)=CC=C3,7.41
N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C(CC4=C1C=CC=C4)CC(C)C,6.47
OC=1N(C(N2CCCC2)=NC3=C(CN4CCN(CC4)C5=NC=CC=C5)C=NC31)C,6.82391
C1=2C(C(C3=CC=C(C=C3)F)CC1N4CCN(CC4)CCN5C(NCC5)=O)=CC=C(C2)F,6.7
O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)N=C(O5)C)CC3)=NN2)C,5.6
C=12C(=C(C(=C(C1)O)O)Cl)CCN(CC2C=3C=CC=CC3)C,7.11
C=1(C=CC=2CC(CCC2C1)N(CCC)CCN3CCN(CC3)C4=CC=CC=C4)O,6.19
S1(N(C=2C=CC=C3C2C1=CC=C3)CCCN4CCN(C5=NSC=6C5=CC=CC6)CC4)(=O)=O,6.33
N1(C2CCC(CC2)(C3=CC=4OCOC4C=C3)O)CCN(CC1)CC=5C=C(OC)C=CC5,5.32
C1=2C=CC(=CN1N=CC2)OCCCCN3CCN(CC3)C=4C(=C(C=CC4)Cl)Cl,8.68
N12C(=NC3=C1C(=CC=C3)CC(C2)N(CC4=CC=CC=C4)CCC)O,5.72
C12=CC(OC)=C(C=C1CCOC2CCN3CCN(CC3)C4=CC=C(C=C4)F)OC,6.4
C1=CC=CC=2OC(CCC21)CNCCCCCCCCN3C(CSC3=O)=O,6.39
C12=C(SC(=C1)CC)CN[C@H]3[C@H]2C=4C(=CC(=C(C4)O)O)CC3,6.46
C12=C(SC(=C1)CC)CN[C@@H]3[C@@H]2C=4C(=CC(=C(C4)O)O)CC3,6.19
C1=2C[C@H](N(CCC=3SC=CC3)CCC)CCC1=CC=C(C2)OC,6.26
S1C(CCN([C@H]2CCC3=C(C2)C=C(OC)C=C3)CCC)=CC=C1,6.60206
O1C2=C(C=CC=C2)OCC1CN3CCC(CNC4=NC=CC=N4)CC3,8.16
O=C1N(CCCCN2CCN(CC2)C=3C(OC)=CC=CC3)CCCC=4C1=CC=C(OC)C4,9.03152
C=12C3=C(NC=C3)C=CC1CCC(C2)N(CCC=4SC=CC4)CCC,8.26
N12C(C(N3CCN(CC3)CC=4C=CC(=CC4)C)CCC5=C1C(=CC=C5)CC2(C)C)=O,6.78
N1(CCC(CC1)C=2C3=C(N(C2)C=4C=CN=CC4)C=CC(=C3)C=5C=NC=NC5)C,6.08092
S(=NC1=CC=C(C#CCCCN2CCC(CC3=CC=CC=C3)CC2)C=C1)(O)(=O)C,5.64
N1(CCN(CC1)CCOC=2C(CC=3C=CC=CC3)=CC=CC2)C4=CC=CC=C4,5.38
C1(=O)CCC=2C(N1)=CC(=CC2)OCCCCN3CCN(CC3)C4=CC=C(C=C4OC)OC,7.6
FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C(=O)CC(=O)C=C3)=C1)C(C)(C)C,7.59346
C1N(C)CCC=2C(CC3=C(C1)C=CC=C3)=CC(=C(C2)Cl)O,8.7
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCCCC3C4=C(C=CC(=C4)OC)CCC3,7.29
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C4C5(CC(O4)=O)CCCC5)=O,6.82
O(C1=CC2=C([C@H]3N(CC=4C(C3)=CC(=CC4C)C)CC2)C=C1O)C,6.79317
C1(N(C(=COC2=C1C=CC=C2)Cl)CCCCN3CC=C(C4=NC=CC=N4)CC3)=O,6.31
C=1(C(=NC(=C(C1)Br)NC)OC)C(NC2CN(CCN(C2)CCC)C)=O,7.33
N1(C(N2CCCCC2C1=O)=O)CCCCN3CCN(CC3)C=4C=C(C(F)(F)F)C=CC4,7.04
C1=2C(CC(C1)N(CCC=3C=C(N)C=CC3)CCC)=CC(=C(C2)OC)OC,6.79
C1(=CCN(CC1)CCC#CC=2C=C3C=CNC3=CC2)C=4C=CC=CC4,6.71
S(=O)(=O)(NCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=CC(=CC=C4)C,5.7
C1=2OC[C@@H](OC1=CC=CC2N3CCN(CC3)CCNC(C=4C=CC(=CC4)F)=O)CO,6.85
S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C=4C(F)=CC=CC4,7.50864
C=1(NC(CN2CCN(CC2)C3=C(OC)C=CC=C3)=CC1)C4=CC(Cl)=CC=C4,8.36
C1=CC=2C(=NSC2C=C1)N3CCN(CCC4=CC=C5C(=C4)C(CC5)NC(=O)C6CC6)CC3,7.68
C1C2=C(C(CC1CN3CCC(CC3)C=4C5=CC=C(C=C5NC4)F)=O)SC(=N2)N6CCCC6,6.8
C(#CCCN1CCC(CC1)(CC2=CC=C(C=C2)C)O)C3=CC=C(C=C3)N,5
C=1(C(NC[C@H]2N(CCC2)CC)=O)C=C3C=C(Br)C=CC3=CC1O,6.55
O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C=C5C(=CC4CC3)OCC(N5)=O)=NN2)C,5
N1(C2=CC=C(C=C2)Cl)CCN(CC1)CCNCC=3C=C(OC)C=CC3,5.3
C=1C(OCCCN2CCN(CC2)C3=CC=CC=4C3=C(C=CC4)F)=CC5=C(NC=C5C1)O,7.87
N(CCCCN1CCN(CC1)C2=C(C=CC=C2)OC)C3=NC=CC=4C3=CC=CC4,9
N1(C(CC2(CC1=O)CCCC2)=O)CCCCN[C@H]3CC4=CC=CC(=C4CC3)F,7.43
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCNC(C=3C=CC(=CC3)I)=O,6.93
C1(=C(OC=2C(C1=O)=CC(=CC2)OCCCCCCN3CCC(CC3)O)C=4C=CC=CC4)OC,5.59
N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C4=C(C(OC)=CC=C4)CC1,6.31
C=1(SC(I)=CC1)C(=O)NCCCCN2CCN(CC2)C=3C(OC)=CC=CC3,7.46
C=1(C(=NNC1C2CCN(CC2)CC=3C=CC=CC3)C4=CC=C(C=C4)Cl)CC,7.46
C=1C=C2C(CCCC2=CC1)NC(=O)CCCCCN3CCN(CC3)C4=C(C=CC=C4)F,6.53
C1(N(CC=2C(N1)=CC=CC2)CCC3CCN(CC3)CC4OC5=CC=CC=C5OC4)=O,7.8
C=1C=C2C(CCCC2=CC1)NC(=O)CCCCCN3CCN(CC3)C4=CC=CC=C4C#N,6.58
C12=C3C(NC=C3)=CC=C1CC[C@@H](C2)N(CCC)CCC,7.77
C12=C3C(NC=C3)=CC=C1CC[C@H](C2)N(CCC)CCC,8.13
FC=1C=C(/C(=N\OC)/CCN2CCN(CC2)C3=NC=CC=C3)C=CC1,7.33161
C1CN(C=2C=CC=CN2)CCN1CC/C(/C3=CC(=CC=C3)F)=N\OC,7
O1C=NC(C)=C1C=2N(C(SCCCN3CCC4=CC5=C(C=C4CC3)N=C(O5)C(C)C)=NN2)C,6.1
C1=2C(N3CC4CCCCN4CC3)CC(C1=CC=C(C2)Cl)C5=CC=C(C=C5)F,7.96
N1C(=CC=C1CN2CCN(CC2)C3=C(OC)C=CC=C3)C=4C=CC(=CC4)C(C)C,7.23
C1(NS(=O)(C2=CC=CS2)=O)CCN(CCOC3=C(C=CC=C3)C4=CC=CC=C4)C1,7.8
C1(C(NC[C@H]2N(CCC2)CC)=O)=C(C(CCC)=CC=C1OC)O,8.32
C1C(CCC=2C1=CC=CC2O)N(CCC)CCN3CCN(CC3)C=4C=CC5=C(C4)C=CN5,7.12
C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C=4C5=C(C=CC=C5)C=CC4)=CC=C2)=O,6.91
ClC1=CN(CCCCN2CCN(CC2)C=3N=C(N=C(C3)C(F)(F)F)C(C)(C)C)C(=O)C=C1,6.89279
OC1=C2C3=C4[C@H](N(CCC4=CC=C3)C)CC2=CC=C1CO,5.1549
N1(CCC(CC1)C=2C=CC=CC2)CCCCCC=3C=CC=CC3,6.68
N1(C=2C(OC(C)C)=CC=CC2)CCN(CC1)CC=3C=C(CN4CCCCC4)C=CC3,7.7
C1(=NC(CN2CCN(CC2)C3=CC=CC=C3)=CS1)C=4C(=CC=C(C4)Br)OC,6.36
ClC=1C=C2N=C(N3CCN(CC3)CC4=C(F)C=C(F)C=C4)C5=C(NC2=CC1)C=CC=C5,6.75203
N1N=C2C=C(CCN3CCN(CC3)C4=C(C(C)=CC=C4)C)C=CC2=N1,7.29
N1(CCN(CC1)C=2C(=C(C=CC2)C)C)CCC3=CC=4NN=NC4C=C3,7.28997
N1C(CC2=C1C=CC=C2OCCN(CCCC(C=3C=CC(=CC3)F)=O)C)=O,8.51
[C@@H]12C3=C(C=CC=C3CCN1C)C=4C(C2)=CC=CC4C#N,6.74
C1(C2=C(C=C(C=C2)Cl)CCC13CCN(CC3)CCC=4C=CC=CC4)=O,5.96
N1(C(C(C)(C)SC1C)=O)CCCCN2CCN(C=3C4=C(C=C(C=C4)F)SC3)CC2,6.28
S1(N(C=2C=CC=C3C2C1=CC=C3)CCCN4CCC(CC4)C5=CC=CC=C5)(=O)=O,6.41
C=12C3=C(NC=C3)C=CC1CCC(C2)N(CCCOC4=CC(Cl)=CC=C4)CCC,7.82
[C@H]12C=3C4=C(N=CC5=C4C(C1)=CC=C5)C=CC3CCN2C,6.49
C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCCN3CCC(CC3)C)C2)C4=CC=CC=C4,6.24
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCC[C@H]3C=4C(=C(OC)C=CC4)CCC3,7.42
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCC[C@@H]3C=4C(=C(OC)C=CC4)CCC3,6.82
O(C=1C2=C(C(CCCN3CCN(CC3)C=4C(OC)=CC=CC4)CCC2)C=CC1)C,8.1549
N1(C=2C(OC)=CC=CC2)CCN(CC1)CCCC3C4=C(C(OC)=CC=C4)CCC3,7.7
N1([C@H]2[C@@H](C3=CC(O)=C(C=C3CC2)O)C4=C(C1)C(=CC=C4)C)CCC,6.52
OC=1C=CC(=CC1)[C@H]2C[C@@H]2CN3CCN(CC3)C4=CC=C(Cl)C=C4Cl,7.92
N1(C(C2(CCCC2)SC1C)=O)CCCCN3CCN(C=4C5=C(C=C(C=C5)Cl)SC4)CC3,6.21
C1(=NSC2=C1C=CC=C2)C(=O)NCCCCN3CCN(CC3)C4=C(OC)C=CC=C4,6.57
O1C2=C3[C@@H](N(CCC3=CC=C2O)C)CC=4C1=CC(OC)=C(OC)C4,6.52288
C(CCCN1CCN(CC1)C2=NC=CC=N2)(=O)C=3SC=4C(N3)=CC=CC4,5.82
S(NC1=C(C(Cl)=CC(=C1)Cl)Cl)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O,5
C1=2C([C@H](CN)OC(C1)C(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C(C2O)O,5.58
N1(C=2C(=CC=C(C2)Cl)C(=C1)OCCN(C)C)C3=CC=C(C=C3)F,7.2
S1C2=C(N=C1N3CCCC3)CC(CN4CCC(=CC4)C=5C6=C(NC5)C=C(F)C=C6)CC2=O,7.26003
C12=C(C=3C=CC=CC3N1)CCN(C)CCC4=C(C2)C=C(C(OC)=C4)OC,6.14
C=1C=C(N2C(N(CCN3C(CCCC3)C)CC2)=O)C=C(C1)Cl,7.6
C=1(N2CCCC2)N(C(C=3NC=C(C3N1)CN4CCN(CC4)C=5N=CC=CC5)=O)C,6.82
C=1C=C(C(CCCN2CC3CC2CN3C4=CC=C(C=C4)Cl)=O)C=CC1F,6.77
FC=1C=C2ON=C(C3CCN(CC3)CCCOC=4C=C5OC=CC(=O)C5=CC4)C2=CC1,7.55129
FC(F)(F)C1=CC(N2CCN(CCC3CCC(NC(=O)C)CC3)CC2)=CC(=C1)C#N,6.84466
C1=CC=CC(=C1OC)N2CCN(CC2)CCCCNC(C=3NC4=C(C3)C=CC=C4)=O,7.43
C1=CC=CC(=C1OC)N2CCN(CC2)CCCCNC(C=3NC4=C(C3)C=CC=C4)=O,6.8
N1(CC(/C=C\C=2C=CC=CC2)CCC1)CCCCC3=CC=CC=C3,5.84
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCC(C3=CC=C(C=C3)F)=O,8.62
N1(C=C(C=2C=C(C=CC12)C=3C=CN=CC3)C4CCN(CC4)C)C=5C=CN=CC5,6.59
C1=2C(C[C@H](N(CC3=CC=CC=C3)CCC)CC1)=CC=CC2F,6.75
C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C=4C(=CC=C(C4)F)N)=O,8.52
C1=2C(C(C=3C=CC(=CC3)F)CC1N4CCN(CC4)C)=CC=C(C2)Cl,7.92
C1=CC=CC(N2CCN(CC2)CC/C(/C3=CC(=C(C=C3)Cl)C)=N/OC)=N1,7.22
C12=C(NC=3C=CC(=CC3N=C1N4CCN(CC4)C)F)SC(=C2)C,7.7
S1C2=CC=C(OCCCCN3CCN(CC3)C4=CC=CC(=C4Cl)Cl)C=C2N=C1,7.77
C12OC(C3=CC=CC=C3)CN(C1CCC4=C2C=C(C=C4)O)CCC,6.43
N1(CC=2C=CC=CC2)CCC(CC1)COCC=3C=CC(=CC3)C4=CC=CC=C4,5.73
N1(C(=CC=C1CN2CCN(CC2)C3=C(OC)C=CC=C3)CN4C(=O)CCCCCC4)C,8.3
C1=CC=C2N=C(N(C2=C1)C)CN3CCN(CC3)C4=NC=C(C=N4)Cl,5
C1=2C(=NC=3C=C(Br)C=CC3NC1=NN(C2)C)N4CCN(CC4)C,6.17
C1(=C(OC=2C1=CC=CC2)CCCC)C(C3=CC(I)=C(C(=C3)I)OCCN(CC)CC)=O,5.18
C1=2O[C@@H](CN3CC=4C(=CC=CC4)CC3)CCC1=CC=C(C2)O,8.6
C1=2O[C@@H](CN3CC=4C(=CC=CC4)CC3)CCC1=CC=C(C2)O,9.22
C1=2O[C@H](CN3CC=4C(=CC=CC4)CC3)CCC1=CC=C(C2)O,7.13
C1=2O[C@H](CN3CC=4C(=CC=CC4)CC3)CCC1=CC=C(C2)O,7.4
N1(C(=CC=C1CN2CCN(CC2)C3=C(C(C)C)C=CC=C3)CN4C(=O)CCCCC4)C,8.64
S(C(F)(F)F)(OC=1C([C@H]2CN(CCC)CCC2)=CC=CC1)(=O)=O,7.04
N1(CCN(CC1)C=2C(=CC=CC2)OCC)CC=3C=4C(SC3)=CC=CC4,6.66
O(C=1C(N2CCN(CC2)CCCNC(=O)C=3C=CC(=CC3)COCCOCC)=CC=CC1)C,6.49485
C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCCN3CC(O)CCC3)C2)C=4C=CC=CC4,5.26
N1(CCN(CC1)CCC2=CC3=CC(OC)=CC=C3CC2)C4=CC=CC=C4,6.87
N1(C(CN2CCN(CC2)CC=3C(=CC(=CC3)Cl)OC)=O)[C@@H](CC4=C1C=CC=C4)C,6.56
C1(N2CCN(CC2)C)C3=C(SC4=C(C=CC=C4)C1)C=CC(=C3)CC=5N=NN(N5)C,9.46
C1=CC=C2N=C(N(C2=C1)C)CN3CCN(CC3)C4=CC=C(C=C4)C(F)(F)F,5
C12=C(NC=3C1=CC(=CC3)F)CC4N(C2CC4)CCCC(C=5OC=CC5)=O,6.19
C=1(C=2C(SC=3N(C1)C=CC3)=CC=C(C2)Cl)N4CCN(CC4)C,9.37
O(C=1C(N2CCN(CC2)CCCCN3N=NC(=C3)C4=CC=C(OC)C=C4)=CC=CC1)C,6.67428
N1(C(=CC=C1CN2CCN(CC2)C3=C(C(C)C)C=CC=C3)CN4C(=O)CCCC4)C,8.85
C=12C=C(C(=O)N)C=CC1NC=C2CCCCN3CCN(CC3)C=4C(C#N)=CC=CC4,8.21
[C@H]12C3=C(C=CC=C3CCN1C)C4=C(C2)C=CC=C4OC,6.08
[C@@H]12C3=C(C=CC=C3CCN1C)C=4C(C2)=CC=CC4OC,6.26
[C@@H]12C3=C(C=CC=C3CCN1C)C=4C(C2)=CC=CC4OC,5.67
C=12C3=C4C=CC=C3C[C@@H]5C1C(CCN5C)=CC=C2[C@@H]4C,7.71
C=12C3=C4C=CC=C3C[C@@H]5C1C(CCN5C)=CC=C2[C@@H]4C,7.72
C=12C3=C4C=CC=C3C[C@@H]5C1C(CCN5C)=CC=C2[C@H]4C,7.41
C=12C3=C4C=CC=C3C[C@@H]5C1C(CCN5C)=CC=C2[C@H]4C,7.41
N1(C[C@H](C=2C=C(O)C=CC2)CCC1)CCC3=CC=CC=C3,7.36
N1(C[C@@H](C=2C=C(O)C=CC2)CCC1)CCC3=CC=CC=C3,5.91
N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(C=3C=CC(=CC3)F)=O,7.01
C=1C=CC=C2N(C(=CC12)O)CCCCN3CCN(CC3)C4=CC=C(C=C4)Cl,6.43
C1(=CC(=O)C=2C(O1)=CC=C(OCCCCCN3CCC(CC3)O)C2)C4=CC=C(C=C4)OC,5.38
C=1(C(C2(OC1)CCN(CC2)CC=3C=CC(F)=CC3)=O)C=4C=CC=CC4,5.62
C=12C(=C(Cl)C(=C(C1)O)O)CCN(C[C@@H]2C=3C=CC=CC3)CC=C,6.29
C=12C(=C(Cl)C(=C(C1)O)O)CCN(C[C@@H]2C=3C=CC=CC3)CC=C,6.4
ClC1=C2C(C(CN(CC2)CC=C)C3=CC=CC=C3)=CC(O)=C1O,6.47366
C=12C(=C(C(=C(C1)O)O)Cl)CCN(CC2C3=CC=CC=C3)CC=C,7.26
C=12C=3[C@@H]4N(C)CCC3C=CC1C(OC5=C2C(C4)=CC=C5)=O,6.27
C=12C=3[C@@H]4N(C)CCC3C=CC1C(OC5=C2C(C4)=CC=C5)=O,6.57
C1(=NC(CNC[C@H]2CN(CC=3C=CC=CC3)CC2)=CO1)C=4C(=CC=C(C4)Br)OC,6.61
C1(=NC(CNCC2CN(CC=3C=CC=CC3)CC2)=CO1)C=4C(=CC=C(C4)Br)OC,6.68
O(CCCN1CCN(CC1)C2=NC=CC=N2)C=3C=CC(C=4NC=5C(N4)=CC=CC5)=CC3,6.57025
ClC1=CC(C(=O)NC2CCN(CC2)CC3=CC=C(F)C=C3)=C(OC)C=C1N,9.02228
C(=O)(N(C)C)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)C3=CC(=CC(=C3)Cl)Cl,7.69
C12=C(NC=3C1=CC=CC3)CC4N(C2CCC4)CCCCC=5C=CC(=CC5)F,6.01
S(OC1=CC([C@H]2CN(CCC)CCC2)=CC=C1)(C3=CC=C(C=C3)C)(=O)=O,5.88
C1(=CC(=C2[C@H]3N(CCC2=C1)CC4=C(C=C(C=C4OC)OC)C3)OC)OC,5.6
N1(CC2CC2)CCC(COC3=CC=C(C(C)(C)C)C=C3)CC1,5.5
C1(C=2C(=CC=CC2)C(C3=C1C=CC=C3)O)=C4CCN(CC4)C,5.8
C=1(C2=C(OCCO2)C=C(C1)Br)C(NC[C@H]3N(CCC3)CC)=O,7.34
C1=C2C(=CC(=C1)OCCN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F)N=C(N2)S,8.23
SC=1NC2=CC(OCCN3CCN(CC3)C=4C=C(C=CC4)C(F)(F)F)=CC=C2N1,8.22621
N1=C(C=C(O1)CCCCN2CCN(C3=C(OC)C=CC=C3)CC2)C=4C=CC(=CC4)F,6.49
O(C1=CC=2[C@H](NCCC2C=C1O)CC3=CC=C(OC)C=C3)C,5.30103
C1(C(NC[C@@H]2N(CCC2)CC)=O)=C(C(OC)=CC=C1)OCCF,7.89
C1(=NOC2=C1C=CC=C2)C(N(CCN3CCC(C(C4=CC=C(C=C4)F)=O)CC3)C)=O,6.23
N12C(=C(CN3CCN(CC3)C=4C=CC(=CC4)Cl)C=N1)C=CC=C2C=O,5.04
C1(=NSC=2C1=CC=CC2)N3CCN(CC3)CCCCNC(C4=C(N)C=NC=C4)=O,7.8
ClC1=C(N2CCN(CCC2)CCCCOC=3N=C4NC(=O)CCC4=CC3)C=CC=C1Cl,8.92082
N1=C(C=2C=CC(=CC2O1)F)C3CCN(CC3)CCCOC4=C(C=C(C(=O)N)C=C4)OC,7.23
ClC1=CC=CC=C1N2CCN(C[C@H]3C[C@@H]3C4=CC=CC=C4)CC2,8.3
C1(=C(C(Br)=CC(=C1OC)OC)N)C(NC[C@H]2N(CCC2)CC)=O,7.68
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@]4(OC)C)CCN5C,8.15
C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@]4(OC)C)CCN5C,8.15
C1C2=CC=C3C=4C=5C(=CC=CC5C[C@@H](N(C)C1)C42)[C@@]3(OC)C,7.15
C1C2=CC=C3C=4C=5C(=CC=CC5C[C@@H](N(C)C1)C42)[C@@]3(OC)C,7.15
C(C1=CC=C(C(CC2CCN(CC2)CC3=CC=CC=C3)=O)C=C1)(F)(F)F,5.33
C1(=NC2=C(C=CC=C2)SC=3C1=CC=CC3)N4CCN(CC4)CCOCCOCCO,5.86
C1=2C([C@H](C=3C=CC(=CC3)F)C[C@H]1N4CCN(CC4)CCO)=CC=C(C(F)(F)F)C2,8
C12=C(C(C3=CC=C(C=C3)F)CC1N4CCN(CC4)CCO)C=CC(C(F)(F)F)=C2,8
C=1C2=C(C=C3C1C4N(CC3)CC5=C(C4)C=C(C=C5)OC)OCO2,5.94
C1=2[C@H]([C@H](N(CCC)C)CC1=CC=C(C2)O)C=3C=CC=CC3,9.52
C(N1CCC1)(C2=CC(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=CC=C2)=O,7.89
C=1C=C(N2CCN(CCN3CCC(CC3)C(F)(F)F)C2=O)C=C(C1)OC,6.8
O1C(C=2N(C3CCN(CC3)CC4=CC=CC=C4)C=CC2)=CN=C1,6.49485
[C]#CC=1CCC(N(CCCCN2N=NC(=C2)C3=CC=C(C=C3)C4=CC=CC=C4)CCC)CC1,6.17393
N12C(C3=C(C=CC=C3)CC4=C1C=C(C=C4)Cl)CC(O2)CN(C)C,8.06
